input.course_name,Manual Facility Name,input.address,manual street address,input.state,State Abbr.,input.city,input.country,output.website_url,error,tee_on_detected,all_techs
Carnduff Golf Club,Carnduff Golf Club,"off Hwy 318, Carnduff, Saskatchewan, S0C 0S0",off Hwy 318,Saskatchewan,SK,Carnduff,Canada,http://www.carnduff.ca,,No,
Castor Golf Club,Castor Golf Club,"Box 753, Castor, Alberta, Canada, T0C 0X0",Box 753,Alberta,AB,Castor,Canada,http://www.castor.ca/castor-golf-club,,No,
Cayuga Golf Club,Cayuga Golf Club,"201 Decewsville Road, Cayuga, Ontario, N0A 1E0",201 Decewsville Road,Ontario,ON,Cayuga,Canada,http://www.cayugagolfclub.com,Failure,,
Cedar Glen Golf Course,Cedar Glen Golf Course,"12603 County Rd. 18, R.R. #1, Box 129 , Williamsburg, Ontario, K0C 2H0",12603 County Rd. 18,Ontario,ON,Williamsburg,Canada,http://www.cedarglengolf.ca/,,No,
Centennial Golf Course,Centennial Golf Course,"320 Thompson road R.R. #11 , Thunder Bay, Ontario, P7B 5E2",320 Thompson road R.R. #11,Ontario,ON,Thunder Bay,Canada,http://www.centennialgolfcourse.ca/,Failure,,
Golf Centre Plein Air Castor,Golf Centre Plein Air Castor,"Base Valcartier, Courcelette, Quebec, G0A 4Z0",Base Valcartier,Quebec,QC,Courcelette,Canada,http://www.centrecastor.com,,No,Vermont Systems
Club de Golf Lachute - #2,,"355 chemin Bethany CP 246, Lachute, Quebec, J8H 3X5",355 chemin Bethany CP 246,Quebec,QC,Lachute,Canada,http://www.cglachute.ca,,No,"Lightspeed, WordPress"
Chinook Golf Course,Chinook Golf Course,"663 6 Ave SE, Swift Current, Saskatchewan, Canada, S9H 3P6",663 6 Ave SE,Saskatchewan,SK,Swift Current,Canada,http://www.chinookgolf.ca,,Yes,Tee On
Club de Golf Au Mille Vert,Club de Golf Au Mille Vert,"1880 Rue Principale, Saint-Paul-d'Abbotsford, Quebec, J0E 1A0",1880 Rue Principale,Quebec,QC,Saint-Paul-d'Abbotsford,Canada,http://www.clubdegolfaumillevert.com/,,No,
Club de Golf North Hatley,Club de Golf North Hatley,"1140 chemin Massawippi, North Hatley, Quebec, Canada, J0B 2C0",1140 chemin Massawippi,Quebec,QC,North Hatley,Canada,http://www.clubdegolfnorthhatley.com,Failure,,
Club de Golf Como Golf Club,Club de Golf Como Golf Club,"CP 625 , Hudson, Quebec, J0P 1H0",CP 625,Quebec,QC,Hudson,Canada,http://www.comogolf.com/,,No,
Coral Creek Golf and Country Club,,"804 Concession Road 5, Fisherville, Ontario, N0A 1G0",804 Concession Road 5,Ontario,ON,Fisherville,Canada,http://www.coralcreekgolfcourse.com/,Failure,,
Almaguin Highlands Golf & Country Club,Almaguin Highlands Golf & Country Club,"78 Golf Course Road, Katrine, Ontario, P0A 1L0",78 Golf Course Road,Ontario,ON,Katrine,Canada,http://www.cottagegolf.ca/,,No,WordPress
Sandpiper Golf and Country Club,Sandpiper Golf and Country Club,"26029 Meadowview Drive, Sturgeon County, Alberta, T8T 0K8",26029 Meadowview Drive,Alberta,AB,Sturgeon County,Canada,http://www.countryclubtour.com/sandpiper/,,Yes,"WordPress, Tee On"
Eaglequest Coyote Creek Golf Course,Eaglequest Coyote Creek Golf Course,"7778 152nd Street , Surrey, British Columbia, V3S 3M4",7778 152nd Street,British Columbia,BC,Surrey,Canada,http://www.coyotecreekresort.ca/,Failure,,
Coyote Crossing Golf Course,,"52321 Range Road 233 , Sherwood Park, Alberta, T8B 1C8",52321 Range Road 233,Alberta,AB,Sherwood Park,Canada,http://www.coyotegolf.ca,Failure,,
Coys Par 3 Golf Course,Coys Par 3 Golf Course,"4486 Columere Road , Fairmont Hot Springs, British Columbia, V0B 1L0",4486 Columere Road,British Columbia,BC,Fairmont Hot Springs,Canada,http://www.coyspar3.com/,,No,"Squarespace, Proshop Tee Times"
Crestwood Golf Course,Crestwood Golf Course,"27 Little Britain Road, R.R. #1 , Manilla, Ontario, K0M 2J0",27 Little Britain Road,Ontario,ON,Manilla,Canada,http://www.crestwoodgolfclub.com/,,Yes,"Tee On, Squarespace"
Crooked Creek Golf Course,Crooked Creek Golf Course,"353 County Road 5, Athens, Ontario, K0E 1Y0",353 County Road 5,Ontario,ON,Athens,Canada,http://www.crookedcreekgolf.ca,,No,"Square, SquareUp Appointments"
Curran Par-3 Golf Club,Curran Par-3 Golf Club,"1831 County Road 2, Curran, Ontario, K0B 1C0",1831 County Road 2,Ontario,ON,Curran,Canada,http://www.curranpar3golf.ca/,Failure,,
Darnley Greens Golf Course,Darnley Greens Golf Course,"307 Lower Darnley Rd, Kensington, Prince Edward Island, C0B 1M0",307 Lower Darnley Rd,Prince Edward Island,PE,Kensington,Canada,http://www.darnleygreens.com/golf.htm,Soft 404 detected on main page,,
Deer Run Golf Course,Deer Run Golf Course,"290 Mc Dougall Road, Parry Sound, ON, P2A 2W7",290 Mc Dougall Road,Ontario,ON,Parry Sound,Canada,http://www.deerrunparrysound.com/,Failure,,
Delawana Pines Golf Club,,"42 Delawana Inn, Honey Harbour, Ontario, P0E 1E0",42 Delawana Inn,Ontario,ON,Honey Harbour,Canada,http://www.delawana.com/golf.html,Failure,,
Derrydale Golf Course,Derrydale Golf Course,"185 Derry Rd W, Mississauga, Ontario, L5W 1G3",185 Derry Rd W,Ontario,ON,Mississauga,Canada,http://www.derrydalegolf.com/,,No,
Didsbury Golf Club,Didsbury Golf Club,"Box 2070 2002 23rd Street , Didsbury, Alberta, T0M 0W0",2302 20 Street,Alberta,AB,Didsbury,Canada,http://www.didsburygolf.ca,,Yes,Tee On
Domaine de Rouville - Par-3 Course,,"4230 Rang de la Rivi����re Nord, Saint-Jean-Baptiste, Quebec, Canada, J0L 2B0",4230 Rang de la Rivi����re Nord,Quebec,QC,Saint Jean Baptiste,Canada,http://www.domainederouville.com/,,No,
Dominion Golf and Country Club,Dominion Golf and Country Club,"6125 Howard Ave., Oldcastle, Ontario, N0R 1L0",6125 Howard Ave.,Ontario,ON,Oldcastle,Canada,http://www.dominiongolf.com,,No,
Dragon Hills Golf Course,Dragon Hills Golf Course,"975 Onion Lake Rd. (at 250 Melbourne Rd.), Thunder Bay, ON, Canada, P7G 2C3",975 Onion Lake Rd. (at 250 Melbourne Rd.),Ontario,ON,Thunder Bay,Canada,http://www.dragonhillsgolfcourse.com/,,No,
Eaglecrest Golf Club,Eaglecrest Golf Club,"2035 Island Highway West , Qualicum Beach, British Columbia, V9K 1G1",2035 Island Highway West,British Columbia,BC,Qualicum Beach,Canada,http://www.eaglecrestgolfclub.ca/index.htm,Soft 404 detected on main page,,
Eagle's Chance Golf Club,Eagle's Chance Golf Club,"571 Mt William Rd, New Glasgow, Nova Scotia, B0K 2A0",571 Mt William Rd,Nova Scotia,NS,New Glasgow,Canada,http://www.eagleschance.com/,Failure,,
Edgewater Hill Par 3 Golf Club,Edgewater Hill Par 3 Golf Club,"5585 Hwy. 95, Edgewater, British Columbia, V0A 1E0",5585 Hwy. 95,British Columbia,BC,Edgewater,Canada,http://www.edgewaterhilltopgolf.com/,,No,
Elkhorn Golf Club,Elkhorn Golf Club,"300 Cavendish St S, Elkhorn, Manitoba, R0M 0N0,",300 Cavendish St S,Manitoba,MB,Elkhorn,Canada,"http://www.elkhorn.mb.ca/main.asp?fxoid=FXMenu,4&cat_ID=4&sub_ID=254&sub2_ID=174",,No,
Emerald Greens Golf Course,Emerald Greens Golf Course,"2370 Dawson Road R.R. #12 , Thunder Bay, Ontario, P7G 2G2",2370 Dawson Road R.R. #12,Ontario,ON,Thunder Bay,Canada,http://www.emeraldgreens.ca/,,No,
Emerald Lake Regional Park Golf Course,Emerald Lake Regional Park Golf Course,"Box 1119, Shellbrook, Saskatchewan, S0J 2E0",Box 1119,Saskatchewan,SK,Shellbrook,Canada,http://www.emeraldlake.org,,No,
Evergreen Golf Centre,Evergreen Golf Centre,"3372 Agnew Rd RR #2 , Washago, Ontario, L0K 2B0",3372 Agnew Rd RR #2,Ontario,ON,Washago,Canada,http://www.evergreengolfcentre.ca,,No,
Evergreen Golf Club,Evergreen Golf Club,"300 Evergreen Drive, Nipawin, Saskatchewan, S0E 1E0",300 Evergreen Drive,Saskatchewan,SK,Nipawin,Canada,http://www.evergreengolfcourse.ca,,Yes,"WordPress, Tee On"
Exeter Golf Club,Exeter Golf Club,"40374 Kirkton Road, Exeter, Ontario, N0M 1K0",40374 Kirkton Road,Ontario,ON,Exeter,Canada,http://www.exetergolfclub.ca/,,Yes,"WordPress, Tee On"
Featherwind Golf Course,Featherwind Golf Course,"4904 County Road 90, Barrie, Ontario, L4M 4S4, Canada",4904 County Road 90,Ontario,ON,Barrie,Canada,http://www.featherwind.ca,,No,WordPress
The Ferns Golf Resort,,"Grey County, Ontario, N0C 1H0",Grey County,Ontario,ON,Markdale,Canada,http://www.fernsgolf.ca/,403 Forbidden,,
French River Golf & Country Club,French River Golf & Country Club,"655 Golf Course Road, Alban, Ontario, P0M 1A0",655 Golf Course Road,Ontario,ON,Alban,Canada,http://www.frenchrivergolfcourse.com/,Failure,,
Fort William Country Club,Fort William Country Club,"1350 Mountain Road, Thunder Bay, Ontario, P7J 1C2",1350 Mountain Road,Ontario,ON,Thunder Bay,Canada,http://www.fwcc.ca/,,Yes,Tee On
Gentleman Creek Golf Course,Gentleman Creek Golf Course,"6395 Parkhouse Dr, Melbourne, Ontario, N0L 1T0",6395 Parkhouse Dr,Ontario,ON,Melbourne,Canada,http://www.gentlemancreek.com,Failure,,
Glancaster Golf and Country Club,,"555 Glancaster Rd. , Mount Hope, Ontario, L0R 1W0",555 Glancaster Rd.,Ontario,ON,Mount Hope,Canada,http://www.glancastergolfclub.com,Failure,,
Glen Meadows Golf and Country Club,,"1050 McTavish Road , Sidney, British Columbia, V8L 5T4",1050 McTavish Road,British Columbia,BC,Sidney,Canada,http://www.glenmeadows.bc.ca/,Failure,,
Glen Ridge Golf,Glen Ridge Golf,"425 Bingemans Centre Drive, Kitchener, Ontario, Canada, N2B 3X7",425 Bingemans Centre Drive,Ontario,ON,Kitchener,Canada,http://www.glenridgegolf.com,Failure,,
Club de Golf les Quatre Domaines - No. 2,,"18400 Notre-Dame, Mirabel, Quebec, J7J 2A6",18400 Notre-Dame,Quebec,QC,Mirabel,Canada,http://www.golf4d.ca/,,No,
Club de Golf Algonquin,Club de Golf Algonquin,"6 Chemin Du Golf, Messines, Quebec, Canada, J0X 2J0",6 Chemin Du Golf,Quebec,QC,Messines,Canada,http://www.golfalgonquin.ca,,No,Lightspeed
Anglemont Estates Golf Club,Anglemont Estates Golf Club,"7838 Golf Course Rd, Anglemont, British Columbia, V0E1A0",7838 Golf Course Rd,British Columbia,BC,Anglemont,Canada,http://www.golfanglemont.com,Failure,,
Club de Golf Beauport - Par-3 Course,,"3450 Avenue Saint David, Beauport, Quebec, G1C 7M3",3450 Avenue Saint David,Quebec,QC,Beauport,Canada,http://www.golfbeauport.com/,,No,
Club de Golf Des Bois-Francs,Club de Golf Des Bois-Francs,"25, rue de lac Nord , Princeville, Quebec, Canada, G6L 3X8",25,Quebec,QC,Princeville,Canada,http://www.golfboisfrancs.com,,No,"Lightspeed, WordPress"
Club Bonniebrook,,"207 Cote St-Paul, St-Colomban, Quebec, Canada, J5K 1Z6",207 Cote St-Paul,Quebec,QC,Saint Colomban,Canada,http://www.golfbonniebrook.com,Failure,,
Club de Golf Municipal Brossard,,"6000, Ch du Golf, Brossard, Quebec, J4Z 3S8",6000,Quebec,QC,Brossard,Canada,http://www.golfbrossard.ca,Failure,,
Calerin Golf Course,Calerin Golf Course,"9521 Sideroad 10, Erin, Ontario, N0B 1T0",9521 Sideroad 10,Ontario,ON,Erin,Canada,http://www.golfcalerin.ca,Failure,,
Canterbury Golf Club,Canterbury Golf Club,"127 Waterbury Crescent, Port Perry, Ontario, L9L 1S3",127 Waterbury Crescent,Ontario,ON,Port Perry,Canada,http://www.golfcanter.ca/,Failure,,
Club de Golf Canton,Club de Golf Canton,"5, route 116 Ouest , Warwick, Quebec, Canada, J0A 1M0",5,Quebec,QC,Warwick,Canada,http://www.golfcanton.ca,,No,
Club de Golf Capri,Club de Golf Capri,"342 Boul Kenna , St-Colomban, Quebec, Canada, J0R 1N0",342 Boul Kenna,Quebec,QC,Saint Colomban,Canada,http://www.golfcapri.com/,,No,
Cedar Creek Golf Club,,"760 Juliana Drive , Woodstock, Ontario, N4S 7W3",760 Juliana Drive,Ontario,ON,Woodstock,Canada,http://www.golfcedarcreek.ca/,Failure,,
Club de Golf Charny,Club de Golf Charny,"2441 Avenue de la Rotonde , Charny, Quebec, G6X 2M2",2441 Avenue de la Rotonde,Quebec,QC,Charny,Canada,http://www.golfcharny.com,Database error,,
Cottonwood Golf Course - Red/White,,"SW 24-8-7E, Ste. Anne, Manitoba, R5H 1R2",SW 24-8-7E,Manitoba,MB,Ste Anne,Canada,http://www.GolfCottonwood.ca,Failure,No,
Club de Golf et Curling de La Tuque,Club de Golf et Curling de La Tuque,"35 Beaumont , La Tuque, Quebec, Canada, G9X 3P9",35 Beaumont,Quebec,QC,La Tuque,Canada,http://www.golfcurlinglatuque.com,Failure,No,
Club de Golf Vallee de la Lievre,Club de Golf Vallee de la Lievre,"344 chemin du Golf , Lac-des-�����corces, Quebec, Canada, J9L 3G5",344 chemin du Golf,Quebec,QC,Lac-des-�����corces,Canada,http://www.golfdelalievre.ca/,,No,WordPress
Le Golf de la Maskinonge,Le Golf de la Maskinonge,"2122, Lake Road Cameron, Vendee, Quebec, Canada, J0T 2T0",2122,Quebec,QC,Vendee,Canada,http://www.golfdelamaskinonge.com,403 Forbidden,No,
Club de Golf des Iles,Club de Golf des Iles,"255 Chemin ����le Sainte Marguerite, Boucherville, Quebec, J4B 8R2",255 Chemin ����le Sainte Marguerite,Quebec,QC,Boucherville,Canada,http://www.golfdesiles.com,,No,"Lightspeed, WordPress"
Club de Golf des Pins,Club de Golf des Pins,"174, Road 354 , St. Alban, Quebec, Canada, G0A 3B0",174,Quebec,QC,Saint Alban,Canada,http://www.golfdespins.com/,,No,"Lightspeed, WordPress"
Golf Dorval,Golf Dorval,"2000 Rue Reverchon, Dorval, Quebec, Canada, H9P 2S7",2000 Rue Reverchon,Quebec,QC,Dorval,Canada,http://www.golfdorval.com/wordpress/en/,,No,"WordPress, Lightspeed"
Club de Golf Drummondville,,"400 chemin du Golf CP 324 , Drummondville, Quebec, J2B 6W3",400 chemin du Golf CP 324,Quebec,QC,Drummondville,Canada,http://www.golfdrummond.com,"Playwright failed: page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at http://www.golfdrummond.com/ Call log: [2m  - navigating to ""http://www.golfdrummond.com/"", waiting until ""load""[22m ",,
Golf du Moulin Laflamme,Golf du Moulin Laflamme,"65 Rang des Binet, Saint-Beno����t-Labre, Quebec, G0M 1P0",65 Rang des Binet,Quebec,QC,Saint-Beno����t-Labre,Canada,http://www.golfdumoulinlaflamme.com/,,No,Lightspeed
Club de Golf East Angus,Club de Golf East Angus,"171 Angus North , East Angus, Quebec, J0B 1R0",171 Angus North,Quebec,QC,East Angus,Canada,http://www.golfeastangus.ca,,No,WordPress
Foxwood Golf Club - White Course,,"2777 Erb's Road, Baden, Ontario N3A 4J3",2777 Erb's Road,Ontario,ON,Baden,Canada,http://www.golffoxwood.ca/,,No,
Glenboro Golf and Country Club,Glenboro Golf and Country Club,"Golf Course Dr, Glenboro, Manitoba, Canada, R0K 0X0�������,",Golf Course Dr,Manitoba,MB,Glenboro,Canada,http://www.golfglenboro.ca/,,No,Squarespace
Gray Rocks Resort - La Bete,Gray Rocks Resort - La Bete,"2322 rue Labelle , Mont Tremblant, Quebec, Canada, J8E 1T8",2322 rue Labelle,Quebec,QC,Mont Tremblant,Canada,http://www.golfgrayrocks.com,,No,
Golf Griffon des Sources - Le Lion,,"8701 Chemin des Sources, Mirabel, Quebec, J7N 3B1",8701 Chemin des Sources,Quebec,QC,Mirabel,Canada,http://www.golfgriffon.com,,No,"Lightspeed, Squarespace"
Club de Golf Heriot - Heriot Course,,"4205, boul. Tourville, Saint-Nic����phore, Quebec, J2A 3Z1",4205,Quebec,QC,Saint Nicephore,Canada,http://www.golf-heriot.com,,No,WordPress
Golf Horizons 2000,Golf Horizons 2000,"900 Bd Bourque , Omerville, Quebec, Canada, J1X 3W5",900 Bd Bourque,Quebec,QC,Omerville,Canada,http://www.golf-horizons.ca/,Failure,,
Club de Golf Inverness,Club de Golf Inverness,"511, chemin Bondville, Knowlton, Qu����bec, Canada, J0E 1V0",511,Quebec,QC,Knowlton,Canada,http://www.golf-inverness.com,,No,
Club de Golf De Joliette,Club de Golf De Joliette,"221 Chemin du Golf Est , Joliette, Quebec, J6E 8L1",221 Chemin du Golf Est,Quebec,QC,Joliette,Canada,http://www.golfjoliette.ca,,No,
King's Bay Golf and Country Club,King's Bay Golf and Country Club,"27 Stubb Rd., RR#2 , Seagrave, Ontario, L0C 1G0",27 Stubb Rd.,Ontario,ON,Seagrave,Canada,http://www.golfkingsbay.ca/,Failure,,
Club de Golf Lac Brome,Club de Golf Lac Brome,"700 Lakeside, Lac Brome, Quebec, Canada, J0E 1V0,",700 Lakeside,Quebec,QC,Lac Brome,Canada,http://www.golflacbrome.com,,No,WordPress
Club de golf Lac Sergent,Club de golf Lac Sergent,"1299, Grande-Ligne , St-Raymond, Quebec, Canada, G3L 2Z4",1299,Quebec,QC,Saint Raymond,Canada,http://www.golflacsergent.com/,,No,
Club de Golf Laprairie,Club de Golf Laprairie,"500 Avenue du Golf, La Prairie, Quebec, Canada, J5R 0A5",500 Avenue du Golf,Quebec,QC,La Prairie,Canada,http://www.golflaprairie.com/,Domain expired,,
Club de Golf La Providence - La Providence,,"5055, rue St-Pierre Ouest CP 15, St-Hyacinthe, Quebec, J2S 7B2",5055,Quebec,QC,Saint Hyacinthe,Canada,http://www.golflaprovidence.com,Failure,,
Golf La Vieille Ferme,Golf La Vieille Ferme,"5803, 117 Rte, Sainte-Agathe-Nord, Quebec, Canada, J8C 2Z8",5803,Quebec,QC,Sainte Agathe des Monts,Canada,http://www.golflavieilleferme.com,Failure,,
Golf le Boise,,"689, chemin du Coteau, Terrebonne, Quebec, Canada, J6W 5H2",689,Quebec,QC,Terrebonne,Canada,http://www.golfleboise.com,Failure,,
Le Challenger,Le Challenger,"2505 des Nations, Bureau 200 , Saint-Laurent, Quebec, Canada, H4R 3C8",2505 des Nations,Quebec,QC,Saint Laurent,Canada,http://www.golflechallenger.com/,Failure,,
Club de Golf Le Grand Duc,Club de Golf Le Grand Duc,"99 rue Le Grand Duc , Ste-Sophie, Quebec, Canada, J5J 1G7",99 rue Le Grand Duc,Quebec,QC,Sainte Sophie,Canada,http://www.golflegrandduc.com,,No,"Lightspeed, WordPress"
Club de Golf Le Memorial,Club de Golf Le Memorial,"CP 1152 3005 Rg. St Mathieu , Shawinigan-Sud, Quebec, Canada, G9P 4E8",CP 1152 3005 Rg. St Mathieu,Quebec,QC,Shawinigan Sud,Canada,http://www.golflememorial.com,Failure,,
Club de Golf St-Didace,Club de Golf St-Didace,"971 Lac Thomas , St-Didace, Quebec, Canada, J0K 2G0",971 Lac Thomas,Quebec,QC,Saint Didace,Canada,http://www.golflenormandie.com/,Failure,,
Club de Golf Select,Club de Golf Select,"1995 Sir Wilfred Laurier, Route 158, Mirabel, Quebec, Canada, J7N 3B3",1995 Sir Wilfred Laurier,Quebec,QC,Mirabel,Canada,http://www.golfleselect.com,,No,"Lightspeed, WordPress"
Club de Golf les Ruisseaux,Club de Golf les Ruisseaux,"692 du Lac Sauvage Route 117 , St-Faustin, Quebec, Canada, J0T 2G0",692 du Lac Sauvage Route 117,Quebec,QC,Saint Faustin,Canada,http://www.GolfLesRuisseaux.ca,Failure,,
Club de Golf Le Victorien,,"7625, boul. Arthur-Sauve (Route 148), Mirabel, Quebec, Canada, J7N 2R6",7625,Quebec,QC,Mirabel,Canada,http://www.golflevictorien.com,Failure,,
Golf Manitou,Golf Manitou,"251, chemin Clement, Mont-Tremblant, Quebec, Canada, J8E 1N8",251,Quebec,QC,Mont Tremblant,Canada,http://www.golfmanitou.com,Failure,,
Club de Golf Le Marthelinois,Club de Golf Le Marthelinois,"1000, 5e Rue , Trois-Rivi����res, Quebec, Canada, G8V 2L2",1000,Quebec,QC,Trois-Rivi����res,Canada,http://www.golfmarthelinois.com/,,No,"WordPress, Lightspeed"
Club de Golf Mirabel - Le Campagnard,,"19 150 Rue Charles, Mirabel, Quebec, J7J 1P1",19 150 Rue Charles,Quebec,QC,Mirabel,Canada,http://www.golfmirabel.com,,No,"WordPress, Lightspeed"
Paris Grand Golf Course,Paris Grand Golf Course,"150 Paris Links Road , Paris, Ontario, N3L 3E2",150 Paris Links Road,Ontario,ON,Paris,Canada,http://www.golfparisgrand.ca,,No,WordPress
Ridgewood South Golf Course,Ridgewood South Golf Course,"off Hwy 12, on Hwy 311 east, Steinbach, Manitoba, Canada, R0A 2T1",off Hwy 12,Manitoba,MB,Steinbach,Canada,http://www.golfparkresort.com/ridgewoodgolf.php,400 Bad Request,,
Club de Golf Pontiac,,"1010, chemin Cleo Fournier , East Aldfield, Quebec, J0X 1S0",1010,Quebec,QC,East Aldfield,Canada,http://www.golfpontiac.com,Failure,,
Club de Golf and Tennis Prince de Galles,Club de Golf and Tennis Prince de Galles,"2549 Chemin des Ecossais , Sherbrooke, Quebec, Canada, J0B 1H0",2549 Chemin des Ecossais,Quebec,QC,Sherbrooke,Canada,http://www.golfprincedegalles.com,Failure,,
Raymond and District Golf Course,Raymond and District Golf Course,"0.5mile east of Raymond on Hwy. 52 , Raymond, Alberta, T0K 2S0",0.5mile east of Raymond on Hwy. 52,Alberta,AB,Raymond,Canada,http://www.golfraymond.com/,Failure,,
Club de Golf Riviere Hatee,Club de Golf Riviere Hatee,"2500, route 132 Est, Bic, Quebec, G0L 1B0",2500,Quebec,QC,Bic,Canada,http://www.golfrivierehatee.ca/,,No,WordPress
Rainbow's End Golf Course,,"1608 Rainbow Road, Sayward, BC, V0P 1R0",1608 Rainbow Road,British Columbia,BC,Sayward,Canada,http://www.golfsayward.ca,Failure,,
Scenic Woods Golf and Country Club,Scenic Woods Golf and Country Club,"185 Golf Club Road, Hannon, Ontario, L0R 1P0",185 Golf Club Road,Ontario,ON,Hannon,Canada,http://www.golfscenicwoods.ca/,Failure,,
Golf St-Andre - Bleu,,"137, rue de la Seigneurie, CP 99, St-Andre Est, Quebec, J0V 1X0",137,Quebec,QC,Saint Andre Est,Canada,http://www.golfstandre.com,,No,GoDaddy
Club de Golf St-Anicet - Port Lewis,,"690 Route 132 ouest, St-Anicet, Quebec, J0S 1M0",690 Route 132 ouest,Quebec,QC,Saint Anicet,Canada,http://www.golfstanicet.com,,No,"Lightspeed, WordPress"
Club de Golf Saint-Benjamin,Club de Golf Saint-Benjamin,"490 Rue Du Lac, Saint-Benjamin, Quebec, Canada, G0M 1N0",490 Rue Du Lac,Quebec,QC,Saint Benjamin,Canada,http://www.golfstbenjamin.com,Soft 404 detected on main page,,
Golf Sainte Sophie,Golf Sainte Sophie,"2983 Boul Ste Sophie Route 158, Sainte Sophie, Quebec, Canada, G0R 1S0",2983 Boul Ste Sophie Route 158,Quebec,QC,Sainte Sophie,Canada,http://www.golfstesophie.com,Failure,,
